31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	281	0.0625139	4214	0.937486	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
31	4495	0	0	4495	1	0	0
